Attaching 299 probes...
Tracing syscalls for something. Ctrl-C to stop.
TIME      PID    EVENT 
16215957 µs:   32509  oggenc           tracepoint:syscalls:sys_enter_mprotect [3] arg0:1084846080 arg1:4096 arg2:1 
16216272 µs:   32509  oggenc           tracepoint:syscalls:sys_enter_mprotect [3] arg0:1087524864 arg1:114688 arg2:1 
16216427 µs:   32509  oggenc           tracepoint:syscalls:sys_enter_mprotect [3] arg0:-560689152 arg1:4096 arg2:1 
16216461 µs:   32509  oggenc           tracepoint:syscalls:sys_enter_mprotect [3] arg0:1088061440 arg1:4096 arg2:1 
16216487 µs:   32509  oggenc             tracepoint:syscalls:sys_enter_munmap [2] arg0:1087651840 arg1:235491 
16216780 µs:   32509  oggenc                tracepoint:syscalls:sys_enter_brk [1] arg0:0 
16216805 µs:   32509  oggenc                tracepoint:syscalls:sys_enter_brk [1] arg0:-536993792 
16216848 µs:   32509  oggenc             tracepoint:syscalls:sys_enter_openat [4] arg0:-100 arg1:0x7f6540482290 arg2:524288 arg3:0 
16216892 µs:   32509  oggenc           tracepoint:syscalls:sys_enter_newfstat [2] arg0:3 arg1:0x7f65404b25e0 
16216914 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_mmap [5] arg0:0 arg1:3346512 arg2:1 arg3:2 arg4:3 
16216955 µs:   32509  oggenc              tracepoint:syscalls:sys_enter_close [1] arg0:3 
16217096 µs:   32509  oggenc             tracepoint:syscalls:sys_enter_getpid [0] 
16217133 µs:   32509  oggenc             tracepoint:syscalls:sys_enter_openat [4] arg0:-100 arg1:0x7ffc138d63df arg2:0 arg3:0 
16217163 µs:   32509  oggenc           tracepoint:syscalls:sys_enter_newfstat [2] arg0:3 arg1:0x7ffc138d5910 
16217188 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16217560 µs:   32509  oggenc             tracepoint:syscalls:sys_enter_openat [4] arg0:-100 arg1:0x7ffc138d5640 arg2:524288 arg3:0 
16217613 µs:   32509  oggenc           tracepoint:syscalls:sys_enter_newfstat [2] arg0:4 arg1:0x7ffc138d5490 
16217649 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55a2dffc3940 arg2:4096 
16217742 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55a2dffc3940 arg2:4096 
16217778 µs:   32509  oggenc              tracepoint:syscalls:sys_enter_close [1] arg0:4 
16217852 µs:   32509  oggenc             tracepoint:syscalls:sys_enter_openat [4] arg0:-100 arg1:0x55a2dffc39b0 arg2:0 arg3:0 
16217889 µs:   32509  oggenc             tracepoint:syscalls:sys_enter_openat [4] arg0:-100 arg1:0x55a2dffc3c10 arg2:0 arg3:0 
16217914 µs:   32509  oggenc             tracepoint:syscalls:sys_enter_openat [4] arg0:-100 arg1:0x55a2dffc3a50 arg2:0 arg3:0 
