Attaching 317 probes...
Tracing syscalls for something. Ctrl-C to stop.
TIME      PID    EVENT 
15834163 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15834850 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15835536 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15836246 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15836926 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15837598 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15839203 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15839248 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15839388 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15839931 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15840476 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15841029 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15841649 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15842252 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15842997 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:4 arg1:0x5558cce9c4c0 arg2:4096 
15843093 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:4 arg1:0x5558cce9c4c0 arg2:4096 
15843119 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15843155 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:2 arg1:0x7fa7def24563 arg2:1 
15843225 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:2 arg1:0x7ffdbcda9180 arg2:31 
15843810 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15844282 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15845643 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15845681 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
