Attaching 299 probes...
Tracing syscalls for something. Ctrl-C to stop.
TIME      PID    EVENT 
1537805 µs:   32736  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x5626ece80740 arg2:16384 
1537967 µs:   32736  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x5626ece80740 arg2:16384 
1538737 µs:   32736  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x5626ece8d340 arg2:32768 
1541110 µs:   32736  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x5626ece8d340 arg2:32768 
1543503 µs:   32736  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x5626ece8d340 arg2:32768 
1547265 µs:   32736  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x5626ece8d340 arg2:32768 
1549664 µs:   32736  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x5626ece8d340 arg2:32768 
1551252 µs:   32736  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x5626ece80740 arg2:16384 
1551431 µs:   32736  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x5626ece80740 arg2:16384 
1551590 µs:   32736  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x5626ece80740 arg2:16384 
1551751 µs:   32736  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x5626ece80740 arg2:16384 
1552686 µs:   32736  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x5626ece8d340 arg2:32768 
1554127 µs:   32736  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x5626ece921f6 arg2:12618 
1554233 µs:   32736  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x5626ece80740 arg2:16384 
1554316 µs:   32736  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x5626ece80740 arg2:5957 
1554333 µs:   32736  gzip                tracepoint:syscalls:sys_enter_close [1] arg0:4 
1554341 µs:   32736  gzip            tracepoint:syscalls:sys_enter_utimensat [4] arg0:5 arg1:(nil) arg2:0x7ffe388c6a40 arg3:0 
1554351 µs:   32736  gzip               tracepoint:syscalls:sys_enter_fchown [3] arg0:5 arg1:-1 arg2:998 
1554359 µs:   32736  gzip               tracepoint:syscalls:sys_enter_fchmod [2] arg0:5 arg1:420 
1554365 µs:   32736  gzip               tracepoint:syscalls:sys_enter_fchown [3] arg0:5 arg1:1000 arg2:-1 
1554370 µs:   32736  gzip                tracepoint:syscalls:sys_enter_close [1] arg0:5 
1554376 µs:   32736  gzip       tracepoint:syscalls:sys_enter_rt_sigprocmask [4] arg0:0 arg1:0x5626ece4cda0 arg2:0x7ffe388c6ba0 arg3:8 
1554381 µs:   32736  gzip             tracepoint:syscalls:sys_enter_unlinkat [3] arg0:3 arg1:0x5626ece50340 arg2:0 
1554554 µs:   32736  gzip       tracepoint:syscalls:sys_enter_rt_sigprocmask [4] arg0:2 arg1:0x7ffe388c6ba0 arg2:(nil) arg3:8 
1554576 µs:   32736  gzip           tracepoint:syscalls:sys_enter_exit_group [1] arg0:0 


@start: 23367925767533


