Attaching 317 probes...
Tracing syscalls for something. Ctrl-C to stop.
TIME      PID    EVENT 
14819437 µs:   11167  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55c966345340 arg2:32768 
14821688 µs:   11167  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55c966345340 arg2:32768 
14823194 µs:   11167  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55c966338740 arg2:16384 
14823357 µs:   11167  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55c966338740 arg2:16384 
14823506 µs:   11167  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55c966338740 arg2:16384 
14823656 µs:   11167  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55c966338740 arg2:16384 
14824523 µs:   11167  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55c966345340 arg2:32768 
14825819 µs:   11167  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55c96634a1f6 arg2:12618 
14825911 µs:   11167  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55c966338740 arg2:16384 
14825979 µs:   11167  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55c966338740 arg2:5957 
14825990 µs:   11167  gzip                tracepoint:syscalls:sys_enter_close [1] arg0:4 
14825998 µs:   11167  gzip            tracepoint:syscalls:sys_enter_utimensat [4] arg0:5 arg1:(nil) arg2:0x7ffc55272520 arg3:0 
14826006 µs:   11167  gzip               tracepoint:syscalls:sys_enter_fchown [3] arg0:5 arg1:-1 arg2:998 
14826014 µs:   11167  gzip               tracepoint:syscalls:sys_enter_fchmod [2] arg0:5 arg1:420 
14826019 µs:   11167  gzip               tracepoint:syscalls:sys_enter_fchown [3] arg0:5 arg1:1000 arg2:-1 
14826024 µs:   11167  gzip                tracepoint:syscalls:sys_enter_close [1] arg0:5 
14826029 µs:   11167  gzip       tracepoint:syscalls:sys_enter_rt_sigprocmask [4] arg0:0 arg1:0x55c966304da0 arg2:0x7ffc55272680 arg3:8 
14826034 µs:   11167  gzip             tracepoint:syscalls:sys_enter_unlinkat [3] arg0:3 arg1:0x55c966308340 arg2:0 
