Attaching 317 probes...
Tracing syscalls for something. Ctrl-C to stop.
TIME      PID    EVENT 
3532902 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3532996 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3533527 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3534499 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3534590 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3535085 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3536056 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3536148 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3536614 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3537622 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3537713 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3538136 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3539136 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3539222 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3539591 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3540568 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3540652 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3541027 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3542099 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3542193 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3542518 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3543576 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3543663 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3543979 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3544958 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3545039 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3545308 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3546563 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3546723 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3547260 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3548933 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3549060 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3549314 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3550417 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3550507 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3550721 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3551836 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3551922 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3552123 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3553206 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3553287 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3553466 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3554539 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3554618 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3554697 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3554792 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3555920 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3556000 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3556078 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3557213 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3557422 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3557502 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3558550 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3558804 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3558891 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3559875 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3560119 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3560199 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3561183 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3561445 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3561524 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3562593 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3562904 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3563024 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3564954 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3565410 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3565509 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3566518 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3566832 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3566915 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3567822 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3568159 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3568246 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3569167 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3569541 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3569620 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3570502 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3571260 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3571382 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3572393 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3572796 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3572883 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3573793 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3574226 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3574317 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3575166 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3575609 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3575696 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3576563 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3577024 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3577109 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3577957 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3578418 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3578499 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3579438 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3579996 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3580141 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3581648 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3582298 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3582421 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3583257 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3583792 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3583881 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3584691 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3585347 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3585435 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3586250 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3586962 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3587047 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3587727 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3588369 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3588451 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3589066 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3589690 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3589769 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3590368 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
3591051 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3591136 µs:   12048  gzip                tracepoint:syscalls:sys_enter_write [3] arg0:5 arg1:0x55d922243740 arg2:16384 
3591741 µs:   12048  gzip                 tracepoint:syscalls:sys_enter_read [3] arg0:4 arg1:0x55d922250340 arg2:32768 
